Column1,law_no,main,middle,small,question,answer
8678,200504001,임금,임금일반,,차량유지비가 연차유급휴가를 사용할 때 지급하여야 하는 임금에 포함되나요.,"차량 보유를 조건으로 지급되었다거나 직원들 개인 소유의 차량을 업무용으로 사용하는데 필요한 비용을 보조하기 위해 지급된 것이 아니라 전 직원에 대하여 또는 일정한 직급을 기준으로 일률적으로 지급되었다면 근로의 대상으로 지급된 것으로서 임금에 해당하고(대법원 2002. 5. 31. 선고 2000다18127 판결), 그렇다면 연차유급휴가금 산정기준이 되는 임금에 포함됩니다."
8679,200502001,임금,임금일반,,"출퇴근 교통비를 받고 있는데, 감급 제재를 받는 경우 감급의 산정기준이 되는 임금에 출퇴근 교통비도 포함되나요.","출퇴근 교통비가 전 직원에게 일률적, 계속적, 정기적으로 지급되었다면 근로의 대가 성질을 갖는 임금에 해당합니다(대법원 1992.04.10. 선고 91다37522 판결). 따라서 감급 제재 기준이 되는 임금에 포함됩니다."
8680,200482001,임금,임금일반,,휴가비도 임금에 해당하나요.,"회사에서 일정액을 휴가비로 지급하기로 되어 있고, 휴가를 실시한 것과 무관하게 전직원들에게 일률적으로 지급한 것이라면 근로의 대가 성질을 갖는 임금에 해당합니다(대법원 1996. 5. 14. 선고 95다19256 판결, 대법원 2006. 5. 26. 선고 2003다54322, 54399 판결)."
8681,200480001,임금,임금일반,,체력단련비를 회사에서 받고 있다면 일하다 사망하였을 경우 장의비 지급에도 그 체력단련비가 포함되나요.,"모든 직원에게 일률적, 계속적, 정기적으로 지급되었다면 근로의 대가 성질을 갖는 임금에 해당합니다(대법원 1993.05.27. 선고 92다20316 판결). 그렇다면 장의비 산정 기준이 되는 임금에 포함됩니다."
8682,200477001,임금,임금일반,,체력단련비를 회사에서 받고 있다면 체력단련비도 업무상 부상이나 질병에 걸려 요양중일 때 지급받게 되는 휴업보상의 산정 기준이 되는 임금에 포함되나요.,"모든 직원에게 일률적, 계속적, 정기적으로 지급되었다면 근로의 대가 성질을 갖는 임금에 해당합니다(대법원 1993.05.27. 선고 92다20316 판결). 그렇다면 휴업보상 산정 기준이 되는 임금에 포함됩니다."
8683,200467001,임금,임금일반,,식사의 제공 또는 식사대가 업무상 부상이나 질병에 걸리고 완치된 후 신체장해가 있어 지급받는 장해보상의 산정기준이 되는 임금에 포함되나요.,"식사대가 근로자들이 실제 식사를 하는지 여부와 상관 없이 정기적, 일률적으로 지급되었다면 장해보상 산정 기준이 되는 임금에 포함됩니다(대법원 1993. 5. 27. 선고 92다20316 판결)."
8684,200457002,임금,비전형근로관계,,파견사업주와 사용사업자 중 누가 파견근로자에게 임금을 지급해야 하나요.,"파견사업주가 임금을 지급하여야 하나, 사용사업주의 귀책사유(사용사업주가 정당한 사유없이 근로자파견계약을 해지한 경우, 사용사업주가 정당한 사유없이 근로자파견계약에 따른 대가를 지급하지 아니한 경우)로 임금을 지급하지 못한 경우에는 사용사업주도 파견사업주와 연대하여 책임을 지므로 이러한 경우에는 사용사업주에게도 임금을 청구할 수 있습니다(파견근로자보호 등에 관한 법률 제34조 제2항)"
8685,200454003,임금,비전형근로관계,,파견사업주는 뭐고 사용사업주는 뭐죠?,"파견사업주란 근로자파견을 업으로 행하는 자로서 파견근로자와 근로계약을 체결하는 자이고, 사용사업주는 파견사업주와 체결하는 근로자파견계약에 의해 파견근로자를 실제 사용하는 자를 말합니다."
8686,200449001,임금,법정수당,,휴업수당을 지급하지 아니하거나 법규정보다 적게 지급한 경우에 사용자를 처벌받게 할 수 있나요,사용자가 휴업수당을 지급하지 않거나 기준에 미치지 못하는 휴업수당을 지급한 경우에는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하게 됩니다(근로기준법 제109조 제1항).
8687,200447003,임금,법정수당,,휴업수당은 얼마에요?,"원칙적으로 평균임금의 100분의 70 이상의 수당을 지급하여야 한다. 다만, 평균임금의 100분의 70에 해당하는 금액이 통상임금을 초과하는 경우에는 통상임금을 휴업수당으로 지급할 수 있다(근로기준법 제46조 제1항)."
8688,200444004,임금,법정수당,,아이가 생겼어요 휴가 받을 수 있나요,사용자는 임신 중의 여성에게 출산 전과 출산 후를 통하여 90일(한 번에 둘 이상 자녀를 임신한 경우에는 120일)의 출산전후휴가를 주어야 한다. 이 경우 휴가 기간의 배정은 출산 후에 45일(한 번에 둘 이상 자녀를 임신한 경우에는 60일) 이상이 되어야 합니다(근로기준법 제74조 제1항)
8689,200444003,임금,법정수당,,임신 중 여성근로자의 출산전후휴가를 알고 싶어요,사용자는 임신 중의 여성에게 출산 전과 출산 후를 통하여 90일(한 번에 둘 이상 자녀를 임신한 경우에는 120일)의 출산전후휴가를 주어야 한다. 이 경우 휴가 기간의 배정은 출산 후에 45일(한 번에 둘 이상 자녀를 임신한 경우에는 60일) 이상이 되어야 합니다(근로기준법 제74조 제1항)
8690,200443001,임금,법정수당,,사용자는 연차유급휴가일에 갈음하여 특정근로일에 근로자를 휴무시킬 수 있나요,근로자대표와의 서면합의에 의하여 가능합니다(근로기준법 제62조)
8691,200440001,임금,임금일반,,연차휴가근로수당을 산정함에 있어 휴일근로수당 등에 준하는 통상임금의 50%에 해당하는 할증임금이 지급되어야 하는가요,"아니오. 근로기준법 제56조가 정하는 시간외, 야간 및 휴일근로에 대한 할증임금지급제도와 같은 법 제60조 소정의 연차휴가제도는 그 목적이 상이한 제도이고 각 법조문의 표현에 있어서도 휴일과 휴가를 구별하고 있는 점에 비추어 근로기준법 제56조 소정의 휴일에는 같은 법 제60조 소정의 연차휴가는 포함되지 않는다고 봄이 상당하므로 연차휴가근로수당에는 근로기준법 소정의 가산임금이 포함되지 않습니다(대법원 1990. 12. 26. 선고 90다카13465 판결)"
8692,200433001,임금,임금일반,,근로자가 업무 외의 부상으로 출근하지 않으면서 회사에 전화로 치료기간을 연차휴가로 대체해 줄 것을 요청한 경우에 연차휴가로 인정될 수 있나요,"인정됨. 취업규칙에 근로자가 연차휴가를 청구하는 절차에 관한 정함이 없는 회사에서 근로자가 동료운전사와의 상호 폭행으로 입은 상해 때문에 출근하지 아니하면서 회사 차량계장 및 총무계장에게 전화상으로 치료기간 중 계속 연차휴가를 실시한 것으로 처리하여 달라고 하였다면 이는 적법하게 연차휴가를 청구한 것이고, 이에 대하여 회사가 시기변경권을 행사하였다고 볼 만한 자료가 전혀 없으므로, 위 근로자가 출근하지 아니한 기간은 연차휴가권을 행사한 것이어서 결근한 것이라고는 볼 수 없다고 한 사례(대법원 1992. 04. 10. 선고 92누404 판결)"
8693,200424001,임금,법정수당,,3년 이상 근속한 근로자가 지난 1년 동안 80퍼센트 이상을 출근하지 아니하는 경우에도 근로기준법 제60조 제4항에 따른 가산휴가를 주어야 하나요,가산휴가가 적용되기 위해서는 지난 1년 동안 80퍼센트 이상 출근하여야 합니다.
8694,200423002,임금,법정수당,,3년 이상 계속하여 근로한 근로자의 연차휴가 일수는 어떻게 되나요.,"15일의 휴가에 최초 1년을 초과하는 계속근로연수 매 2년에 대하여 1일을 가산한 휴가를 주어야 하되, 가산휴가를 포함한 총 휴가일수는 25일을 한도로 합니다(근로기준법 제60조 제4항)"
8695,200421001,임금,법정수당,,근속기간이 1년 미만인 경우에 연차휴가일수는 어떻게 되나요,사용자는 계속하여 근로한 기간이 1년 미만인 근로자에게 1개월 개근 시 1일의 유급휴가를 주어야 합니다(근로기준법 제60조 제2항)
8696,200405002,임금,법정수당,,사용자가 휴일근로에 대하여 가산임금을 지급하지 않더라도 근로자와 합의를 하면 처벌받지 않게 되나요,야간근로에 대하여 통상임금의 100분의 50이상의 가산임금을 지급하지 않는 근로기준법 제56조 위반죄는 피해자의 명시적인 의사와 다르게 공소를 제기할 수 없으므로(근로기준법 제109조 제2항) 사용자가 근로자와 합의를 하여 근로자가 사용자의 처벌을 원하지 아니한 경우에는 처벌받지 않게 됩니다.
8697,200405001,임금,법정수당,,사용자가 야간근로에 대하여 가산임금을 지급하지 않더라도 근로자와 합의를 하면 처벌받지 않게 되나요,야간근로에 대하여 통상임금의 100분의 50이상의 가산임금을 지급하지 않는 근로기준법 제56조 위반죄는 피해자의 명시적인 의사와 다르게 공소를 제기할 수 없으므로(근로기준법 제109조 제2항) 사용자가 근로자와 합의를 하여 근로자가 사용자의 처벌을 원하지 아니한 경우에는 처벌받지 않게 됩니다.
8698,200397002,임금,법정수당,,사용자가 근로기준법에서 정한 연차휴가를 근로자에게 주지아니한 경우 처벌을 받게 되나요,2년 이하의 징역 도는 1천만원 이하의 벌금에 처하게 됩니다(근로기준법 제110조 제1항)
8699,200394003,임금,법정수당,,사용자가 휴일근로에 대하여 가산임금을 지급하지 아니하면 처벌받게 되나요,사용자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처하게 됩니다(근로기준법 제109조 제1항)
8700,200388001,임금,임금일반,,격일제로 근무하는 한국도로공사의 보안직 사원은 일반 근로자에 해당하나요,"③ 격일제로 근무하는 한국도로공사의 보안직 사원에 대하여, 그 업무의 성질상 감시적 근로자에 해당한다(대법원 1996. 11.2 2. 선고 96다30571 판결)"
8701,200383001,임금,법정수당,,18세 이상의 남자근로자는 1주일에 12시간을 초과하지 않는다면 1일 연장근로시간의 제한은 없나요,18세 이상의 남자근로자의 경우에는 1주일에 12시간을 초과하지 않는다면 특별한 사정이 없는 한 1일 연장근로시간의 제한은 없습니다(대법원 1997. 07. 25. 선고 96다29892 판결)
8702,200380001,임금,법정수당,,당사자의 합의로 근로시간을 연장할 수 있는 시간은 어떻게 되나요,"① 18세 이상 근로자는 1주일에 12시간을 한도로 연장근로를 할 수 있고(근로기준법 제53조 제1항), ② 산후 1년이 경과하지 아니한 여성근로자는 1일데 2시간, 1주일에 6시간, 1년에 150시간을 한도로 연장근로를 할 수 있고(근로기준법 제71조), ③ 연소근로자(15세 이상 18세 미만)는 1일에 1시간, 1주일에 6시간을 한도로 연장근로를 하게 할 수 있으며(근로기준법 제69조 단서), ④ 탄력적 근로시간제를 적용하는 경우에는 1주간에 12시간을 한도로 근로시간을 연장할 수 있고, ⑤ 선택적 근로시간제를 적용하는 경우에는 정산기간을 평균하여 1주간에 12시간을 초과하지 않는 한도로 근로시간을 연장할 수 있습니다."
