Column1,분류일련번호,백문일련번호,대분류,중분류,백문백답주제명,백문내용,백답간략내용,서비스 시간
805,88,5044,소비자,농축수산물 소비자,안전관리인증기준(HACCP),마트에서 수산물을 구입하려는데 해썹(HACCP) 마크가 붙어 있었습니다. 해썹이란 무엇을 의미하는 건가요?,해썹이라고 불리우는 &acute;안전관리인증기준(HACCP: Hazard Analysis Critical Control Point)&acute;이란 수산물에 위해물이 혼입 또는 잔류하거나 수산물이 오염되는 것을 방지하기 위하여 위해가 발생할 수 있는 생산과정 등을 중점적으로 관리하는 것을 말합니다.<br/>◇ 안전관리인증기준(HACCP)<br/>☞ &acute;안전관리인증기준(HACCP: Hazard Analysis Critical Control Point)&acute;이란 수산물에 위해물이 혼입 또는 잔류하거나 수산물이 오염되는 것을 방지하기 위하여 위해가 발생할 수 있는 생산과정 등을 중점적으로 관리하는 것을 말합니다.<br/>,2020-05-18 15:12
806,88,5042,소비자,농축수산물 소비자,농산물 우수관리인증(GAP),쌀 포장지에 GAP표시가 있는데 무슨 뜻인가요?,"GAP(농산물우수관리)표시는 농산물우수관리인증을 받았다는 것을 의미하는 것으로서 국내에서 재배되는 농산물 중 생산단계부터 수확, 포장, 유통단계까지 위해요소(농약, 중금속, 미생물 등) 110개 항목의 관리기준을 통과한 경우에만 표시할 수 있습니다.<br/>◇ 농산물우수관리(GAP)<br/>☞ &acute;농산물우수관리(GAP: Good Agricultural Practices)&acute;란 농산물의 안전성을 확보하고 농업환경을 보전하기 위해 농산물의 생산, 수확 후 관리(농산물의 저장·세척·건조·선별·절단·조제·포장 등 포함) 및 유통의 각 단계에서 작물이 재배되는 농경지 및 농업용수 등의 농업환경과 농산물에 잔류할 수 있는 농약, 중금속, 잔류성 유기오염물질 또는 유해생물 등의 위해요소를 적절하게 관리하는 것을 말합니다.<br/>",2017-09-08 11:38
807,88,5045,소비자,농축수산물 소비자,축산물 등급표시,"쇠고기를 구입하려고 하는데, 1++A 또는 1++B 등 종류가 많더군요. 이들 등급의 차이는 무엇인가요? ","1++는 육질등급을 나타내는 것이고 A 또는 B등급은 육량등급을 나타내는 것입니다. 쇠고기의 등급은 육질등급과 육량등급으로 구분하여 판정합니다. 육질등급은 고기의 질을 근내지방도, 육색, 지방색, 조직감, 성숙도에 따라서 1++, 1+, 1, 2, 3 등급으로 판정하는 것으로 소비자가 고기를 선택하는 기준이 되며 육량등급은 도체에서 얻을 수 있는 고기량을 도체중량, 등지방두께 및 등심단면적을 종합하여 A, B, C 등급으로 판정합니다.<br/>따라서 1++A와 1++B는 둘다 육질등급에 있어서는 최고등급인 1++이며, 육량등급에서 A등급과 B등급으로 차이가 있는 것입니다.<br/>",2017-09-08 11:48
808,88,5420,소비자,화장품,화장품 표시ㆍ광고 주의사항,"얼굴에 여드름으로 인한 흉터가 많아서 화장품을 사용할 때에도 가급적 피부자극이 없는 제품을 사용하려고 노력하고 있습니다. 그런데, 어떤 화장품 포장에 ‘피부재생’, ‘손상된 피부개선’, ‘상처치료’와 같은 문구가 있던데요, 이런 화장품 광고를 믿고 사용해도 될까요?","화장품의 영업자 또는 판매자는 의약품으로 잘못 인식할 우려가 있는 화장품의 표시 또는 광고를 해서는 안 됩니다. 따라서 피부재생, 손상된 피부개선, 상처치료에 도움이 된다는 식의 화장품 광고는 허위·과대광고에 해당하니 주의해야 합니다.<br/>◇ 부당한 표시·광고 행위 등의 금지<br/>☞ 영업자 또는 판매자는 다음의 어느 하나에 해당하는 표시 또는 광고를 해서는 안 됩니다.<br/>1. 의약품으로 잘못 인식할 우려가 있는 표시 또는 광고<br/>",2019-04-15 17:11
809,88,5419,소비자,화장품,화장품의 원료 및 성분,"녹차추출물과 감초추출물을 이용해 마스크팩을 제조ㆍ판매하려고 하는데요, 이 원료가 화장품에 사용할 수 있는 원료인지 어떻게 알 수 있나요?",「화장품법」에서는 화장품에 사용할 수 없는 원료와 사용상의 제한이 필요한 원료를 지정하고 사용금지·사용제한 원료 이외의 원료는 화장품책임판매업자의 안전성에 대한 책임 하에 사용할 수 있도록 하고 있습니다. 화장품에 사용할 수 없는 원료 및 사용상의 제한이 필요한 원료에 관한 사항은 식품의약품안전처 고시 「화장품 안전기준 등에 관한 규정」에서 정하고 있습니다.<br/>◇ 화장품 원료 사용에 대한 제한<br/>☞ 「화장품법」에서는 화장품에 사용할 수 없는 원료와 사용상의 제한이 필요한 원료를 지정하고 그 밖의 원료는 화장품책임판매업자의 안전성에 대한 책임하에 사용할 수 있게 하는 네거티브 리스트(negative list) 방식으로 전환하였습니다.<br/>,2019-04-15 17:10
810,88,5418,소비자,화장품,화장품제조ㆍ판매를 위한 영업등록,직접 재배한 천연재료를 이용하여 화장품을 제조하여 판매하려고 합니다. 이 경우 관청으로부터 허가를 받거나 일정한 등록절차가 필요한가요?,"화장품을 제조하여 판매하려는 자는 식품의약품안전처장에게 “화장품제조업” 및 “화장품책임판매업” 등록을 해야 합니다. 화장품제조업 등록을 하려면 일정한 시설기준을 갖춰야 하고, 화장품책임판매업 등록을 하려면 품질관리기준, 책임판매 후 안전관리기준 및 책임판매관리자에 관한 기준을 갖춰야 합니다.<br/>◇ 화장품제조업자 및 화장품책임판매업자 등록<br/>☞ 화장품의 전부 또는 일부를 제조(2차 포장 또는 표시만의 공정은 제외)하는 영업을 화장품제조업이라고 하고, 취급하는 화장품의 품질 및 안전 등을 관리하면서 이를 유통·판매하거나 수입대행형 거래를 목적으로 알선·수여하는 영업을 화장품책임판매업이라고 합니다.<br/>",2019-04-15 17:09
811,88,5417,소비자,화장품,화장품과 의약외품의 차이점,"탈모증세가 심해서 탈모에 효과가 있다는 샴푸를 사려고 하는데요, 어떤 샴푸는 화장품이라고 되어있고, 어떤 샴푸는 의약외품으로 표시되어 있습니다. 제가 보기엔 모두 비슷한 샴푸 같아 보이는데 어떤 차이가 있나요?","“의약외품”은 질병의 치료나 증상의 경감, 예방을 목적으로 사용되는 제품인 반면, “화장품”은 인체의 청결·미화를 위하여 피부 또는 모발의 건강을 유지 또는 증진하는 목적으로 사용되는 제품을 말합니다<br/>※ 다만, 기존 의약외품으로 관리되던‘탈모방지’제품이 ‘17.5.30부터 화장품(기능성화장품)으로 전환됨에 따라 전환 전 제조 제품은 의약외품으로 표시 및 전환 후 제조 제품은 화장품(기능성화장품)으로 표시되어 있을 것이며, 제품의 차이는 없습니다.<br/>◇ 화장품이란<br/>",2019-04-15 17:08
812,88,5421,소비자,화장품,"견본품, 비매품 화장품의 판매 금지","평소 화장품을 구매하면서 받은 견본(sample) 화장품을 많이 가지고 있는데요, 이러한 화장품을 저렴한 가격에 인터넷에서 판매해도 되나요? ",「화장품법」에 따르면 누구든지 판매의 목적이 아닌 제품의 홍보·판매촉진 등을 위하여 미리 소비자가 시험·사용하도록 제조 또는 수입된 화장품을 판매하거나 판매할 목적으로 보관 또는 진열해서는 안 됩니다. 이러한 화장품을 제조 또는 판매한 자는 1년 이하의 징역 또는 1천만원 이하의 벌금에 처해지거나 회수명령처분을 받을 수 있습니다.<br/>◇ 견본품·비매품은 판매가 금지됩니다.<br/>☞ 판매의 목적이 아닌 제품의 홍보·판매촉진 등을 위해 미리 소비자가 시험·사용하도록 제조 또는 수입된 화장품(소비자에게 판매하는 화장품에 한함)을 판매하거나 판매할 목적으로 보관·진열하는 것을 「화장품법」에서는 엄격하게 금지하고 있습니다.<br/>,2019-04-15 17:13
813,88,5672,소비자,해외직구,유형별 통관 방법,기능성이 아닌 일반 화장품(non-functional cosmetic)을 해외 직접배송으로 구매하려고 하는데 총 가격이 미화 130불입니다. 이 경우에도 관세·부가세를 면제받을 수 있나요?,"네. 일반 화장품은 미국에서 발송되고, 물품가격이 미화 150달러 이하인 경우 관세와 부가세가 면제됩니다.<br/>◇ 소액물품 등의 면세<br/>☞ 우리나라 거주자가 받는 소액물품으로서 물품가격이 미화 150달러 이하의 물품으로서 자가사용 물품으로 인정되는 것은 관세가 면제될 수 있습니다.<br/>☞ 물품가격은 「관세법」 제30조부터 제35조까지의 규정에 따른 방법으로 결정된 과세가격에서 「관세법」 제30조제1항제6호 본문에 따른 금액을 뺀 가격을 말합니다. 다만, 「관세법」 제30조제1항제6호 본문에 따른 금액을 명백히 구분할 수 없는 경우에는 이를 포함한 가격으로 합니다.<br/>",2022-05-13 7:54
814,88,5669,소비자,해외직구,해외직구의 유형,해외직구를 하려는데 배송대행 및 구매대행 등 구매 유형별 차이가 뭔가요?,"“해외직구”는 거래형태에 따라 다음과 같이 구분됩니다.<br/>◇ 해외직구의 유형<br/>☞직접배송: 해외 온라인 쇼핑몰에서 직접 주문·결제하고, 국내로 직접 배송 받는 방식<br/>☞배송대행: 배송대행업체가 운영하는 현지 물류창고에서 주문물품을 대신 수령한 후 배송대행 서비스를 이용하여 제품을 배송 받는 방식<br/>",2021-04-06 11:08
815,88,5671,소비자,해외직구,물품 선정하기,해외직구로 짝퉁(지식재산권을 침해하는 물품)을 구매해도 되나요?,"아니오. 짝퉁 등 지식재산권 침해물품은 용도와 수량에 관계없이 수출입이 전면 금지되며, 통관단계에서 위조품 확인 시 폐기됩니다. 또한 고의적인 반복 반입이 의심될 경우 관련법에 따라 처벌받을 수 있습니다.<br/>◇ 지식재산권을 침해하는 물품(속칭 ‘짝퉁, 가품’)의 수입금지<br/>☞다음의 어느 하나에 해당하는 지식재산권을 침해하는 물품은 수출하거나 수입할 수 없습니다.<br/>1. 「상표법」에 따라 설정등록된 상표권<br/>",2021-04-06 11:07
816,88,5674,소비자,해외직구,소액물품 자가사용과 면세,"미화 150달러 이하인 물품을 자가사용 목적으로 신고하여 면세를 받고 구입했는데, 중고로 재판매하면 안되나요?","네, 안됩니다. 소액물품 자가사용 목적으로 신고하여 면세를 받고 구입한 물건을 재판매 한 경우에는 밀수출입죄, 관세포탈죄 등 처벌을 받을 수 있습니다.<br/>◇ 자가사용 기준<br/>☞소액물품의 자가사용 인정기준은 「수입통관 사무처리에 관한 고시」 별표 11에서 유형별로 확인하실 수 있습니다.<br/>◇ 자가사용 위반 시 제재<br/>",2021-04-06 11:05
817,88,5673,소비자,해외직구,의약품 및 건강기능식품 구매,건강기능식품을 자가사용 기준에 맞게 6병 구매하였는데 수입금지 성분이 들어있다고 통관이 보류되었습니다. 해외직구 하기 전에 수입금지성분이 들어있는지 확인할 수 있나요?,"네. 식품의약품안전처에서는 「식품위생법」 또는 「건강기능식품에 관한 법률」에 따라 사용금지 성분을 함유한 제품의 경우 관세청으로 통관금지를 요청하고 있습니다.<br/>수입금지성분이 함유된 제품인지 여부는 &lt;관세청 홈페이지(www.customs.go.kr), 해외직구 여기로-식품안전나라&gt;에 접속하시면 확인하실 수 있습니다.<br/>◇ 의약품 및 건강기능식품의 직구<br/>",2021-04-06 11:06
818,88,5670,소비자,해외직구,개인 통관고유부호 신청,해외직구를 할 경우에는 개인통관고유부호(번호)를 반드시 제출해야 하나요?,"네. 개인통관고유부호는 수입신고(일반통관)시 기재해야 하며, 150달러 이하 자가사용 목적의 소액물품을 목록통관 하는 경우에도 반드시 기재해야 합니다.<br/>◇ 개인통관고유부호의 필수기재<br/>☞&quot;개인 통관고유부호&quot;란 개인의 식별을 위하여 「통관고유부호 및 해외거래처부호 등록·관리에 관한 고시」 별표 2의 체계에 따라 인터넷 개인 통관고유부호 발급시스템에서 부여한 부호를 말합니다.<br/>",2021-04-06 11:08
